ID,CAPACIDAD,NOMBRE,TELEFONO,DIRECCION,ESTRELLAS,RUT,HABDISPONIBLES,HABOCUPADAS,HORACIERRE,HORAAPERTURA,CEDULA,EDAD,TIPO
766,2,Zontrax,961 554 3011,934 Summit Crossing,3,72-499-4508,45,137,null,null,null,null,hotel
767,4,Bigtax,116 923 4713,19 Tony Pass,4,05-365-7502,6,88,null,null,null,null,hotel
768,4,Fintone,210 560 5435,23684 Talmadge Avenue,4,85-500-9079,157,37,null,null,null,null,hotel
769,1,Duobam,176 410 1372,256 Merrick Lane,3,39-528-0782,62,98,null,null,null,null,hotel
770,3,Tempsoft,636 529 1841,8030 Morning Park,4,21-611-8524,13,148,null,null,null,null,hotel
771,2,Mat Lam Tam,550 531 0394,0 Nevada Avenue,3,72-337-4508,99,141,null,null,null,null,hotel
772,2,Hatity,987 385 9596,50261 Sycamore Junction,4,39-979-2922,110,41,null,null,null,null,hotel
773,4,Ronstring,268 450 0817,6 Dakota Point,3,60-297-9815,159,90,null,null,null,null,hotel
774,2,Konklab,319 880 1393,1 Green Road,2,61-972-5365,138,116,null,null,null,null,hotel
775,1,Alpha,835 223 1277,8595 Morrow Drive,3,77-028-0485,81,28,null,null,null,null,hotel
776,1,Lotlux,657 652 7020,99270 Birchwood Way,2,64-734-5619,3,101,null,null,null,null,hotel
777,3,Bamity,814 675 4794,7530 Jackson Road,2,02-559-6823,121,87,null,null,null,null,hotel
778,1,Tampflex,348 806 8756,72472 Becker Pass,4,63-576-7162,3,136,null,null,null,null,hotel
779,2,Tresom,286 213 9925,81 Toban Crossing,4,39-716-7933,150,152,null,null,null,null,hotel
780,4,Solarbreeze,464 280 2411,55923 Scoville Street,3,93-919-9218,97,8,null,null,null,null,hotel
781,4,Bitchip,770 672 1986,782 Prentice Plaza,2,86-440-6902,33,90,null,null,null,null,hotel
782,4,Gembucket,518 525 3172,2925 Grasskamp Drive,5,93-220-5905,16,143,null,null,null,null,hotel
783,3,Redhold,977 291 1904,55 Charing Cross Center,3,73-265-8022,59,80,null,null,null,null,hotel
784,3,Konklab,629 608 5354,543 Harbort Point,5,65-377-4756,38,31,null,null,null,null,hotel
785,3,Daltfresh,920 881 2774,770 Sunfield Point,3,48-666-5534,30,9,null,null,null,null,hotel
786,4,Lotlux,653 110 6782,140 Longview Plaza,2,88-685-8529,13,32,null,null,null,null,hotel
787,3,Solarbreeze,952 107 1858,7 Muir Alley,4,34-336-3814,151,2,null,null,null,null,hotel
788,1,Mat Lam Tam,713 618 1087,47879 Arizona Drive,4,85-887-8293,20,8,null,null,null,null,hotel
789,3,Konklux,669 443 0258,549 Armistice Court,3,03-630-2039,15,81,null,null,null,null,hotel
790,2,Hatity,407 475 4520,4975 Hoffman Junction,4,98-426-7829,105,82,null,null,null,null,hotel
791,4,Opela,134 205 7482,56017 Ridge Oak Circle,2,27-746-7743,2,120,null,null,null,null,hotel
792,1,Domainer,517 362 8079,8 Golf Way,4,92-786-3670,94,125,null,null,null,null,hotel
793,3,Bytecard,572 395 9870,45 Mesta Parkway,3,03-959-1762,100,15,null,null,null,null,hotel
794,3,Konklux,652 556 8004,7717 Dahle Way,4,59-398-7889,134,139,null,null,null,null,hotel
795,1,Flexidy,924 959 6624,300 Acker Drive,3,81-942-5859,97,37,null,null,null,null,hotel
796,3,Otcom,357 460 4327,88450 Elka Lane,2,92-565-7099,48,97,null,null,null,null,hotel
797,3,Bitwolf,446 232 3624,03084 Ryan Place,4,65-437-7794,63,118,null,null,null,null,hotel
798,4,Treeflex,402 731 3888,0628 Swallow Street,3,08-748-3767,11,133,null,null,null,null,hotel
799,3,Domainer,626 387 7573,6 Ludington Alley,4,44-351-8261,41,90,null,null,null,null,hotel
800,4,Stringtough,515 749 1809,9 Delaware Circle,5,12-110-2563,7,152,null,null,null,null,hotel
801,2,Latlux,219 105 2378,0 Vera Trail,2,03-123-8284,139,110,null,null,null,null,hotel
802,1,Cardify,880 609 2974,1885 Johnson Junction,4,37-000-9523,107,96,null,null,null,null,hotel
803,1,Solarbreeze,509 187 9495,62977 Lotheville Park,2,54-725-5007,82,88,null,null,null,null,hotel
804,2,Biodex,555 896 9580,0601 Clarendon Point,2,23-267-4932,160,100,null,null,null,null,hotel
805,1,Konklux,495 479 3632,979 Sutherland Place,5,59-010-1338,141,133,null,null,null,null,hotel
806,1,Zontrax,225 439 6664,93841 5th Drive,4,78-847-5370,136,77,null,null,null,null,hotel
807,3,Fix San,334 653 5884,0 Hayes Place,2,54-779-3082,98,153,null,null,null,null,hotel
808,4,Sonsing,311 471 2190,10 Holmberg Trail,3,75-287-8139,94,127,null,null,null,null,hotel
809,1,Cardguard,162 919 8635,629 3rd Alley,4,03-125-0410,110,140,null,null,null,null,hotel
810,3,Andalax,687 391 3037,5 Bluejay Way,4,33-635-4031,5,67,null,null,null,null,hotel
811,1,Cookley,985 147 3687,67885 Lillian Park,4,97-080-5867,94,44,null,null,null,null,hotel
812,1,Viva,136 284 9493,481 Havey Place,4,71-006-5335,4,34,null,null,null,null,hotel
813,3,Zamit,615 346 6924,02696 Declaration Place,2,77-169-4645,143,15,null,null,null,null,hotel
814,4,Y-Solowarm,238 328 2989,42852 Petterle Point,2,26-310-7449,42,61,null,null,null,null,hotel
815,2,Tres-Zap,310 659 1502,48093 Nova Park,4,26-630-3924,5,6,null,null,null,null,hotel
816,1,Ventosanzap,890 559 1927,20 Welch Lane,5,55-896-7860,140,88,null,null,null,null,hotel
817,4,Fintone,969 643 8140,18 Barby Hill,4,46-192-4058,86,114,null,null,null,null,hotel
818,2,Flowdesk,515 557 1049,2 Blackbird Road,5,44-358-3668,39,118,null,null,null,null,hotel
819,4,Holdlamis,378 764 8011,4290 Bartelt Court,5,42-804-0001,29,14,null,null,null,null,hotel
820,4,Alpha,188 406 8619,800 Declaration Court,4,76-488-1050,2,78,null,null,null,null,hotel
821,3,Daltfresh,529 970 9347,43 Upham Pass,3,36-778-6622,54,55,null,null,null,null,hotel
822,3,Job,157 633 6020,69 Haas Street,4,46-058-5722,115,103,null,null,null,null,hotel
823,2,Regrant,583 593 3046,8682 Fairfield Circle,2,99-210-9624,21,131,null,null,null,null,hotel
824,3,Greenlam,634 497 3909,6 Ludington Pass,3,87-914-9115,153,36,null,null,null,null,hotel
825,4,Namfix,968 336 9412,08035 Larry Point,5,37-852-5338,19,123,null,null,null,null,hotel
826,4,Job,361 616 1540,517 School Avenue,3,56-668-8574,76,53,null,null,null,null,hotel
827,1,Alphazap,887 759 5868,7 Lawn Hill,4,98-022-7206,76,93,null,null,null,null,hotel
828,2,Opela,120 181 7962,77850 Dakota Crossing,5,56-570-6432,83,9,null,null,null,null,hotel
829,2,Tres-Zap,930 383 4153,392 Glendale Park,4,17-636-1219,106,83,null,null,null,null,hotel
830,3,Greenlam,243 397 0757,6336 Goodland Circle,5,02-403-2677,109,110,null,null,null,null,hotel
831,1,Alphazap,451 148 5357,46 Roth Point,4,05-940-7781,122,55,null,null,null,null,hotel
832,3,Bigtax,377 346 2395,1 Pond Place,3,18-103-2363,32,21,null,null,null,null,hotel
833,3,Temp,781 982 0315,7973 Lyons Lane,5,31-262-4518,57,43,null,null,null,null,hotel
834,1,Bytecard,776 450 0122,117 Talmadge Street,2,92-432-6579,55,52,null,null,null,null,hotel
835,4,Sonair,408 947 5314,986 Kropf Parkway,2,64-465-5485,7,16,null,null,null,null,hotel
836,1,Redhold,675 101 1947,3 Miller Terrace,5,54-118-6116,7,134,null,null,null,null,hotel
837,2,Zathin,477 629 4556,5 Sage Court,5,10-505-1225,97,156,null,null,null,null,hotel
838,1,Lotstring,148 849 8213,0 Surrey Junction,2,89-170-5533,57,98,null,null,null,null,hotel
839,4,Matsoft,989 155 9521,45767 Pankratz Crossing,2,35-024-6187,80,25,null,null,null,null,hotel
840,1,Y-find,714 973 0226,1 Jana Trail,5,87-356-3022,25,7,null,null,null,null,hotel
841,4,Aerified,852 131 2260,1 Merrick Circle,5,94-601-6218,41,87,null,null,null,null,hotel
842,1,Sub-Ex,666 692 3934,386 Towne Circle,4,02-100-6827,122,128,null,null,null,null,hotel
843,3,Andalax,828 500 0712,6 Fordem Hill,4,03-381-6467,158,136,null,null,null,null,hotel
844,3,Bytecard,215 582 1109,8901 Loomis Plaza,2,41-913-5563,148,101,null,null,null,null,hotel
845,3,Gembucket,160 844 2833,325 Hoard Park,4,69-487-9725,80,94,null,null,null,null,hotel
846,3,Aerified,939 736 6122,007 Colorado Drive,2,46-861-9751,41,78,null,null,null,null,hotel
847,2,Voyatouch,718 333 7640,1 Trailsway Trail,4,92-195-5785,120,87,null,null,null,null,hotel
848,4,Fix San,956 951 5160,45 Pepper Wood Junction,2,17-751-6490,87,24,null,null,null,null,hotel
849,3,Latlux,356 209 8785,4731 Gulseth Court,5,55-470-1946,141,30,null,null,null,null,hotel
850,2,Zathin,505 263 0780,4 Rutledge Alley,3,65-957-4177,139,133,null,null,null,null,hotel
851,1,Subin,322 951 1313,56145 Eagle Crest Court,4,77-852-0459,152,50,null,null,null,null,hotel
852,4,Tempsoft,592 567 8884,846 Forster Hill,5,06-889-5703,58,60,null,null,null,null,hotel
853,2,Ronstring,143 259 0208,9792 Crescent Oaks Plaza,2,24-628-7662,129,40,null,null,null,null,hotel
854,4,Flexidy,665 903 9741,8 Garrison Terrace,2,09-683-2406,111,83,null,null,null,null,hotel
855,3,Flowdesk,849 744 6608,304 Sundown Street,4,61-441-4170,36,4,null,null,null,null,hotel
856,4,Prodder,970 779 0553,597 American Ash Circle,2,65-417-6512,122,51,null,null,null,null,hotel
857,4,Voyatouch,814 528 9868,3797 Surrey Point,5,54-104-0163,81,4,null,null,null,null,hotel
858,3,Lotlux,559 343 1161,44 Carpenter Road,5,08-826-6374,61,129,null,null,null,null,hotel
859,3,Y-find,376 744 3702,109 Spaight Junction,3,54-324-8960,26,156,null,null,null,null,hotel
860,1,Stringtough,714 767 6794,4 Clyde Gallagher Road,5,44-784-7521,60,61,null,null,null,null,hotel
861,2,Pannier,384 124 1931,2 Riverside Park,2,02-982-2319,107,151,null,null,null,null,hotel
862,4,Subin,399 975 0469,8180 Armistice Crossing,4,06-365-2525,81,42,null,null,null,null,hotel
863,3,Keylex,223 863 1115,12 Service Center,3,93-245-2898,129,32,null,null,null,null,hotel
864,4,Fintone,490 754 7378,61623 Ludington Court,5,85-866-7976,123,31,null,null,null,null,hotel
865,3,Bitwolf,720 403 1839,01771 Brown Court,3,54-568-6892,91,59,null,null,null,null,hotel
866,2,Mat Lam Tam,416 723 7076,098 Kennedy Court,2,73-433-1481,54,101,null,null,null,null,hotel
867,2,Andalax,347 668 0562,12497 Muir Park,3,62-333-9137,13,60,null,null,null,null,hotel
868,2,Pannier,988 332 5209,0654 Delaware Street,2,08-811-8403,68,43,null,null,null,null,hotel
869,1,Zaam-Dox,986 727 2430,9609 Eastwood Avenue,4,82-322-1783,113,27,null,null,null,null,hotel
870,2,Zontrax,901 702 2627,0101 Tony Park,3,79-078-3301,35,151,null,null,null,null,hotel
871,1,Konklux,795 683 8646,05280 Roth Terrace,4,38-147-0993,128,34,null,null,null,null,hotel
872,1,Pannier,118 770 1897,1921 Golf Center,2,49-023-6655,52,115,null,null,null,null,hotel
873,1,Zaam-Dox,780 221 7903,6 Harper Place,5,06-016-3143,19,34,null,null,null,null,hotel
874,2,Zontrax,701 392 3783,77 School Lane,5,67-636-6685,63,51,null,null,null,null,hotel
875,1,Toughjoyfax,746 403 7313,16142 Colorado Hill,4,65-435-2562,151,120,null,null,null,null,hotel
876,3,Quo Lux,883 457 3643,79193 Amoth Point,3,87-956-3373,17,34,null,null,null,null,hotel
877,3,Sonsing,827 692 4446,737 Lawn Way,4,77-156-8006,2,46,null,null,null,null,hotel
878,2,Redhold,849 768 4833,74 Pleasure Avenue,5,73-583-1979,13,37,null,null,null,null,hotel
879,4,Bitchip,637 640 8177,827 Charing Cross Road,3,05-348-8183,49,120,null,null,null,null,hotel
880,2,Fintone,456 180 3109,934 Lakeland Drive,3,18-962-4878,18,127,null,null,null,null,hotel
881,4,Greenlam,485 319 7463,935 High Crossing Crossing,2,11-494-8159,34,33,null,null,null,null,hotel
882,3,Gembucket,494 247 8407,29 Waubesa Pass,2,76-147-1142,77,42,null,null,null,null,hotel
883,3,Toughjoyfax,672 474 2318,5 Crowley Alley,4,25-733-1542,158,125,null,null,null,null,hotel
884,3,Bamity,755 951 3750,27 Paget Pass,3,58-807-1682,9,118,null,null,null,null,hotel
885,1,Zoolab,208 984 0994,1 Kingsford Crossing,2,35-383-1778,4,33,null,null,null,null,hotel
886,2,Namfix,790 158 7505,9885 Duke Junction,2,70-845-4917,10,33,null,null,null,null,hotel
887,2,Span,965 464 8568,544 Sutherland Junction,3,52-318-0038,13,124,null,null,null,null,hotel
888,4,Opela,257 124 0428,01990 Schiller Parkway,2,75-255-0744,19,32,null,null,null,null,hotel
889,2,Lotlux,915 471 3505,397 Mcbride Road,2,42-027-9218,96,6,null,null,null,null,hotel
890,1,Bitwolf,184 897 1528,4708 Raven Terrace,5,00-383-8285,82,152,null,null,null,null,hotel
891,3,Fix San,716 478 3808,643 Bonner Crossing,5,56-984-4590,67,45,null,null,null,null,hotel
892,4,Tin,365 319 0916,2671 Sutteridge Pass,5,54-737-6537,158,52,null,null,null,null,hotel
893,2,Zaam-Dox,498 754 1438,3526 Dixon Pass,3,77-911-5527,62,127,null,null,null,null,hotel
894,2,Tempsoft,338 205 2951,3004 Eliot Crossing,3,77-459-5307,32,59,null,null,null,null,hotel
895,2,Domainer,156 908 8348,0153 Dunning Point,4,93-527-3967,39,56,null,null,null,null,hotel
896,2,Bitchip,204 585 6352,07685 Pepper Wood Street,2,62-390-5361,32,146,null,null,null,null,hotel
897,1,Sub-Ex,634 879 2186,0 Harbort Pass,3,17-996-0148,143,137,null,null,null,null,hotel
898,3,Subin,330 453 8219,8 Aberg Park,2,05-735-8000,88,156,null,null,null,null,hotel
899,4,Otcom,717 916 3646,53893 Eggendart Lane,2,78-551-1465,149,8,null,null,null,null,hotel
900,1,Ronstring,893 982 2533,4 Sachtjen Plaza,4,29-949-8988,139,39,null,null,null,null,hotel
901,2,Zamit,667 605 3677,31 Anniversary Junction,4,43-506-2729,66,75,null,null,null,null,hotel
902,3,Sonsing,589 469 6226,0 Comanche Court,3,35-147-5499,4,17,null,null,null,null,hotel
903,4,Zaam-Dox,477 674 2094,9507 Kedzie Street,4,89-631-8648,60,144,null,null,null,null,hotel
904,2,Alpha,621 317 3694,96 Superior Circle,4,82-065-0606,55,114,null,null,null,null,hotel
905,3,Quo Lux,133 954 1106,57 Ohio Center,3,23-645-0922,70,18,null,null,null,null,hotel
906,1,Job,637 266 3418,17483 Cardinal Plaza,5,89-055-7815,46,12,null,null,null,null,hotel
907,2,Tin,871 199 3784,32519 Summerview Pass,5,23-533-1424,110,94,null,null,null,null,hotel
908,3,Wrapsafe,238 263 1518,45004 Westerfield Point,3,06-106-3531,7,106,null,null,null,null,hotel
909,1,Konklux,627 912 6110,36599 Caliangt Plaza,5,50-463-4401,30,87,null,null,null,null,hotel
910,2,Span,436 654 2050,325 Londonderry Park,5,58-676-0682,160,141,null,null,null,null,hotel
911,2,Keylex,673 664 3748,635 Kingsford Circle,2,76-782-1901,143,106,null,null,null,null,hotel
912,1,Pannier,749 720 8856,91 Wayridge Pass,4,31-776-8729,89,119,null,null,null,null,hotel
913,3,Home Ing,351 949 5292,13 Charing Cross Parkway,2,31-744-7262,17,14,null,null,null,null,hotel
914,2,Tin,117 419 3917,7872 Blackbird Pass,4,75-799-2460,114,4,null,null,null,null,hotel
915,1,Y-find,422 911 7643,537 Corry Center,5,85-577-5810,29,101,null,null,null,null,hotel
916,3,Alphazap,941 335 9406,37984 Grayhawk Trail,5,92-420-0404,108,134,null,null,null,null,hotel
917,4,Kanlam,375 849 9048,960 Amoth Crossing,3,48-728-6434,81,135,null,null,null,null,hotel
918,4,Alpha,859 324 0906,42171 Ronald Regan Alley,2,23-092-7991,15,49,null,null,null,null,hotel
919,1,Holdlamis,702 833 4332,0 Dahle Crossing,3,53-390-9162,154,62,null,null,null,null,hotel
920,3,Cardguard,501 736 1184,6839 Fallview Trail,5,75-313-7328,72,136,null,null,null,null,hotel
921,1,Voyatouch,384 216 5148,07 Manitowish Hill,5,75-093-6878,132,85,null,null,null,null,hotel
922,1,Flexidy,209 979 8819,9 Summit Parkway,5,78-968-9327,26,138,null,null,null,null,hotel
923,1,Keylex,741 136 7964,9 Forster Hill,4,14-589-9207,100,13,null,null,null,null,hotel
924,1,Prodder,998 163 4040,3 Independence Trail,3,89-530-8303,12,57,null,null,null,null,hotel
925,1,Andalax,988 738 1315,0062 Norway Maple Parkway,2,95-412-0831,118,49,null,null,null,null,hotel
926,3,Greenlam,618 736 4339,14 Longview Plaza,4,07-999-6491,140,148,null,null,null,null,hotel
927,2,Duobam,433 825 3249,515 Kinsman Drive,4,60-538-3949,71,114,null,null,null,null,hotel
928,1,Solarbreeze,606 714 2004,655 Donald Terrace,4,53-775-7286,59,43,null,null,null,null,hotel
929,2,Latlux,803 828 4027,568 Red Cloud Court,3,43-502-7477,65,115,null,null,null,null,hotel
930,1,Asoka,197 733 5174,637 Burrows Trail,5,45-829-2327,40,64,null,null,null,null,hotel
931,4,Viva,992 513 1460,17233 Schlimgen Pass,4,85-901-3942,81,57,null,null,null,null,hotel
932,3,Alpha,899 778 9046,91063 Schurz Center,3,36-977-7135,149,48,null,null,null,null,hotel
933,4,Andalax,593 342 4535,97963 Prairie Rose Alley,5,58-509-6681,14,36,null,null,null,null,hotel
934,3,Latlux,217 552 0644,447 Bultman Place,3,68-965-1974,139,146,null,null,null,null,hotel
935,1,Biodex,618 105 0248,105 Fulton Drive,2,38-146-3323,129,128,null,null,null,null,hotel
936,3,Greenlam,578 921 1126,74 Bayside Road,4,16-294-7109,86,47,null,null,null,null,hotel
937,3,Home Ing,371 766 3959,70513 Hollow Ridge Drive,2,46-667-0612,30,20,null,null,null,null,hotel
938,4,Cardify,795 758 9891,81236 Kipling Avenue,3,10-577-8398,74,29,null,null,null,null,hotel
939,3,Stringtough,721 216 9216,592 Spaight Place,4,00-993-9024,124,93,null,null,null,null,hotel
940,1,Overhold,573 578 7908,0 Mallory Alley,5,76-533-0423,121,80,null,null,null,null,hotel
941,1,Vagram,725 898 1312,241 Forest Run Avenue,2,50-693-7410,132,48,null,null,null,null,hotel
942,2,Job,601 863 9785,7769 Memorial Court,4,59-642-5609,76,107,null,null,null,null,hotel
943,1,Opela,140 824 6955,55629 Pepper Wood Junction,4,22-784-7313,3,69,null,null,null,null,hotel
944,3,Bigtax,493 715 8706,0 Chinook Avenue,2,31-565-7145,45,154,null,null,null,null,hotel
945,4,Rank,634 343 8308,3648 Gale Avenue,4,40-067-8562,154,157,null,null,null,null,hotel
946,3,Treeflex,771 839 2071,89 Dixon Drive,4,89-008-7392,26,33,null,null,null,null,hotel
947,4,Kanlam,198 114 9996,2563 Blaine Pass,5,70-971-8576,91,44,null,null,null,null,hotel
948,3,Opela,283 132 5665,53 Coolidge Plaza,4,26-800-6401,127,76,null,null,null,null,hotel
949,1,Zoolab,844 275 0336,03 Spenser Crossing,4,03-617-6540,51,92,null,null,null,null,hotel
950,2,Treeflex,711 213 8842,01 Novick Terrace,3,37-150-6612,67,67,null,null,null,null,hotel
951,4,Zathin,677 810 2084,17442 Iowa Lane,4,03-880-5677,128,59,null,null,null,null,hotel
952,1,Quo Lux,920 391 3659,596 La Follette Point,2,13-553-2052,51,113,null,null,null,null,hotel
953,2,Holdlamis,828 699 0828,5264 Swallow Parkway,5,32-166-5168,64,26,null,null,null,null,hotel
954,1,Opela,596 192 1281,73 Dexter Lane,5,19-544-2649,53,139,null,null,null,null,hotel
955,1,Fixflex,517 239 0284,5213 Walton Alley,4,33-753-0623,36,87,null,null,null,null,hotel
956,3,Cardguard,348 217 5776,07 Acker Center,4,50-234-6954,136,139,null,null,null,null,hotel
957,4,Fixflex,315 642 9956,545 Sycamore Trail,2,42-993-0397,73,100,null,null,null,null,hotel
958,2,Mat Lam Tam,311 946 7185,33 Darwin Hill,3,56-162-1753,151,74,null,null,null,null,hotel
959,2,Zamit,136 916 3178,49 Toban Crossing,4,66-822-0891,155,35,null,null,null,null,hotel
960,4,Treeflex,558 652 5036,80405 Clemons Pass,5,70-181-7009,20,99,null,null,null,null,hotel
961,1,Job,119 969 0078,98644 Declaration Crossing,3,94-437-4195,119,97,null,null,null,null,hotel
962,4,Biodex,934 677 5208,950 Fremont Plaza,4,22-457-9075,98,122,null,null,null,null,hotel
963,1,Subin,362 349 8673,6 Buena Vista Alley,3,28-598-0294,115,156,null,null,null,null,hotel
964,2,Cookley,418 803 6745,6 Kinsman Drive,3,07-470-4248,18,111,null,null,null,null,hotel
965,3,Hatity,610 708 1958,4 Susan Lane,2,61-276-8348,95,93,null,null,null,null,hotel
966,3,Mat Lam Tam,708 296 4957,98027 Village Green Court,4,89-661-4959,31,127,null,null,null,null,hotel
967,2,Tresom,810 133 6850,23 Ronald Regan Avenue,4,59-592-0698,71,150,null,null,null,null,hotel
968,1,Mat Lam Tam,704 817 1074,5 Namekagon Way,5,70-905-4417,16,20,null,null,null,null,hotel
969,3,Andalax,558 340 4381,2973 Mariners Cove Road,5,49-582-8635,160,14,null,null,null,null,hotel
970,1,Quo Lux,793 999 4884,5506 3rd Place,5,40-519-0353,10,114,null,null,null,null,hotel
971,3,Tin,357 776 2136,8440 Doe Crossing Road,4,81-653-8301,154,13,null,null,null,null,hotel
972,1,Domainer,319 883 7817,995 Blackbird Trail,5,96-279-4253,1,143,null,null,null,null,hotel
973,3,Solarbreeze,924 592 1604,3505 Park Meadow Road,5,87-649-9525,94,144,null,null,null,null,hotel
974,4,Konklab,640 901 2549,38 Hoffman Court,5,11-004-5438,64,1,null,null,null,null,hotel
975,2,Tres-Zap,526 150 3841,00 Vermont Trail,3,23-748-2811,6,122,null,null,null,null,hotel
976,1,Bitchip,165 927 4605,63 Iowa Parkway,4,13-677-3940,70,51,null,null,null,null,hotel
977,1,Transcof,321 373 0868,7358 Brentwood Trail,4,14-234-0353,61,22,null,null,null,null,hotel
978,3,Gembucket,175 403 3603,256 Spohn Circle,2,20-403-4202,36,114,null,null,null,null,hotel
979,4,Tin,847 361 0733,0 Mesta Road,5,13-708-9147,70,71,null,null,null,null,hotel
980,1,Alphazap,226 491 4534,2048 Pawling Hill,3,91-065-1240,44,112,null,null,null,null,hotel
981,4,Zathin,195 467 1577,68981 Di Loreto Alley,4,35-281-4911,132,160,null,null,null,null,hotel
982,4,Quo Lux,181 670 3794,4713 Hoffman Crossing,5,77-959-3112,160,104,null,null,null,null,hotel
983,3,Andalax,538 826 6891,8668 Debra Terrace,5,59-388-3256,42,79,null,null,null,null,hotel
984,3,Namfix,267 183 3822,6 Del Sol Hill,5,67-254-7698,31,52,null,null,null,null,hotel
985,1,Latlux,124 569 7860,17728 Hagan Center,2,59-831-7720,7,50,null,null,null,null,hotel
986,3,Regrant,682 416 3466,08 Delladonna Plaza,3,78-476-8358,157,87,null,null,null,null,hotel
987,1,Domainer,961 382 0477,09981 Bartelt Terrace,2,18-295-2878,65,83,null,null,null,null,hotel
988,1,Zamit,136 539 4998,632 Main Lane,2,48-605-8090,138,47,null,null,null,null,hotel
989,3,Veribet,364 552 6791,1 Morningstar Point,3,07-732-3587,68,127,null,null,null,null,hotel
990,4,Pannier,601 830 4442,296 Hooker Circle,5,28-829-1938,86,94,null,null,null,null,hotel
991,4,Latlux,253 818 1839,91896 Superior Circle,3,02-582-5676,59,20,null,null,null,null,hotel
992,3,Overhold,664 420 2119,0 Anthes Circle,4,83-808-8783,103,149,null,null,null,null,hotel
993,3,Tin,128 989 6596,7 Pepper Wood Alley,3,18-218-0171,70,21,null,null,null,null,hotel
994,4,Stringtough,336 869 7284,03043 New Castle Street,5,95-693-3533,81,17,null,null,null,null,hotel
995,3,Holdlamis,722 872 6020,185 Elgar Hill,3,36-500-0968,135,82,null,null,null,null,hotel
996,2,Treeflex,388 502 7965,02 Havey Trail,4,46-597-1573,34,97,null,null,null,null,hotel
997,2,Prodder,327 510 1128,035 Buell Pass,2,18-804-9122,87,51,null,null,null,null,hotel
998,2,Matsoft,538 255 7099,6 Wayridge Terrace,5,83-709-2404,149,129,null,null,null,null,hotel
999,2,Y-Solowarm,375 815 8066,2 John Wall Center,3,09-622-3983,40,126,null,null,null,null,hotel
1000,1,Flowdesk,446 250 9934,7809 Riverside Circle,4,46-239-3629,70,140,null,null,null,null,hotel

1001,4,Crotalus cerastes,158 617 0922,43 Scott Lane,null,16-518-1965,2,19,21,8,null,null,hostal
1002,5,Ursus maritimus,743 394 0765,24 Main Circle,null,58-585-7353,16,13,23,7,null,null,hostal
1003,5,Lepus arcticus,241 141 1869,8 Northland Park,null,54-405-3631,21,4,19,8,null,null,hostal
1004,10,Raphicerus campestris,158 970 1572,22 Monterey Point,null,89-654-6249,17,3,21,7,null,null,hostal
1005,3,Eunectes sp.,337 416 7148,2 Scofield Drive,null,18-317-2944,11,2,20,10,null,null,hostal
1006,4,Vanessa indica,799 671 4755,5 Dorton Lane,null,52-307-8105,9,2,21,10,null,null,hostal
1007,5,Coendou prehensilis,100 848 5310,80 Corben Park,null,39-140-1917,24,5,21,6,null,null,hostal
1008,4,Gabianus pacificus,407 110 0468,17 Brentwood Avenue,null,07-484-8619,27,10,20,7,null,null,hostal
1009,9,Butorides striatus,303 465 0184,8778 Jana Lane,null,29-790-8917,11,4,22,8,null,null,hostal
1010,13,Carduelis uropygialis,978 580 2692,866 Toban Crossing,null,69-690-1433,15,11,23,6,null,null,hostal
1011,10,Zosterops pallidus,522 722 8487,356 Grover Plaza,null,41-987-6951,6,6,21,10,null,null,hostal
1012,6,Crocuta crocuta,645 308 3134,04935 Eggendart Circle,null,80-636-2928,11,5,20,8,null,null,hostal
1013,14,Giraffe camelopardalis,373 450 6030,737 Summer Ridge Crossing,null,90-343-1460,9,5,23,7,null,null,hostal
1014,4,Anas platyrhynchos,994 533 1193,7 Homewood Parkway,null,65-983-0952,23,19,21,7,null,null,hostal
1015,9,Macropus rufogriseus,408 797 1091,266 Hayes Pass,null,50-508-0161,27,6,23,10,null,null,hostal
1016,4,Alcelaphus buselaphus caama,807 467 0182,36 Sunnyside Court,null,24-453-9227,9,17,21,9,null,null,hostal
1017,6,Agkistrodon piscivorus,161 379 3477,7820 Ramsey Way,null,06-309-0594,8,5,21,10,null,null,hostal
1018,8,Petaurus breviceps,410 144 6088,3329 Stuart Plaza,null,29-305-9668,21,20,20,8,null,null,hostal
1019,11,Plocepasser mahali,651 702 2821,87052 Vermont Place,null,81-433-0113,6,4,20,7,null,null,hostal
1020,13,Milvago chimachima,719 613 2040,1522 Veith Trail,null,71-332-5724,20,18,19,8,null,null,hostal
1021,14,unavailable,600 328 8635,787 Tennessee Hill,null,39-904-2228,26,2,21,9,null,null,hostal
1022,3,Ploceus intermedius,581 631 1586,0 Mifflin Plaza,null,30-829-8981,4,16,19,7,null,null,hostal
1023,5,Fratercula corniculata,209 525 3350,543 Stoughton Alley,null,05-100-8769,13,14,18,10,null,null,hostal
1024,13,Oreotragus oreotragus,257 446 6468,9 Loomis Way,null,18-860-5598,3,13,20,10,null,null,hostal
1025,11,Canis latrans,246 193 6693,3 Northfield Junction,null,40-969-8503,23,1,22,8,null,null,hostal
1026,9,Picoides pubescens,879 383 8408,16507 Maryland Way,null,94-164-5800,24,5,23,6,null,null,hostal
1027,6,Lutra canadensis,950 635 3080,232 Texas Trail,null,61-054-4301,8,14,21,6,null,null,hostal
1028,7,Drymarchon corias couperi,982 510 3714,004 Hallows Alley,null,64-587-0119,14,16,22,7,null,null,hostal
